,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
698,ESPN NBA Basketball,PlayStation2,2003-10-21,89,8.4,VisualConcepts,"Sports,Traditional,Basketball,Sim",1-10 ,18,39
2002,Child of Light,Switch,2018-10-11,84,8.4,UbisoftMontreal,"Role-Playing,General",No Online Multiplayer,12,70
1951,Rayman Legends: Definitive Edition,Switch,2017-09-12,84,8.4,"UbisoftMontpellier,PastaGames","Action,Platformer,2D",No info,35,201
8825,Omega Five,Xbox360,2008-01-09,72,8.4,Natsume,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",1-2 ,33,18
2084,Rise of Nations: Rise of Legends,PC,2006-05-09,84,8.4,BigHugeGames,"Strategy,Real-Time,Fantasy,General,Fantasy",8  Online,46,124
8477,Sonic Adventure 2 Battle,GameCube,2002-02-11,73,8.4,SonicTeam,"Action,Platformer,3D",1-2 ,28,257
2164,The Binding of Isaac,PC,2011-09-28,84,8.4,"EdmundMcMillen,FlorianHimsl","Action,Action Adventure,Shooter,Horror,Horror,Shooter,Static,Shoot-'Em-Up,Top-Down",No Online Multiplayer,30,1086
2146,Def Jam: Fight for NY,Xbox,2004-09-20,84,8.4,AkiCorp.,"Action,Fighting,Wrestling",1-4 ,33,22
1271,The Binding of Isaac: Rebirth,PC,2014-11-04,86,8.4,Nicalis,"Horror,Horror,Action,Action Adventure,Shooter,Survival,Shoot-'Em-Up,Top-Down",No Online Multiplayer,10,700
8624,BPM: Bullets Per Minute,PC,2020-09-15,73,8.4,AweInteractive,"Action,Rhythm,Music",No Online Multiplayer,24,30
8659,Yu-Gi-Oh! Nightmare Troubadour,DS,2005-08-30,73,8.4,Konami,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",No Online Multiplayer,10,31
3914,Condemned 2: Bloodshot,Xbox360,2008-03-11,80,8.4,MonolithProductions,"Action Adventure,Horror,Horror,Survival",Up to 8 ,76,196
12898,Juiced: Eliminator,PSP,2006-06-28,65,8.4,JuiceGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",1-6 ,24,7
3916,Far Cry 3: Blood Dragon,Xbox360,2013-05-01,80,8.4,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,51,335
2115,The Warriors,PlayStation2,2005-10-17,84,8.4,RockstarToronto,"Action,Beat-'Em-Up",1-2 ,52,93
8738,Excite Truck,Wii,2006-11-19,72,8.4,MonsterGamesInc.,"Driving,Racing,Arcade,Arcade,Automobile",No Online Multiplayer,57,86
2104,James Bond 007: Everything or Nothing,GameCube,2004-02-17,84,8.4,EARedwoodShores,"Action,Shooter,Third-Person,Modern",1-2 ,41,34
2099,SOMA,PC,2015-09-21,84,8.4,FrictionalGames,"Horror,Horror,Action Adventure,Survival",No Online Multiplayer,68,1138
1274,Borderlands 2: Tiny Tina's Assault on Dragon Keep,Xbox360,2013-06-25,86,8.4,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,17,122
2091,Fallout: New Vegas,Xbox360,2010-10-19,84,8.4,ObsidianEntertainment,"Role-Playing,Action RPG,First-Person,First-Person,Western-Style",No Online Multiplayer,81,964
2089,FTL: Faster Than Light,PC,2012-09-14,84,8.4,SubsetGames,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",No Online Multiplayer,42,1454
224,Undertale,PC,2015-09-15,92,8.4,tobyfox,"Role-Playing,General,Japanese-Style",No Online Multiplayer,43,4446
9233,X-Men: Mutant Academy 2,PlayStation,2001-09-17,72,8.4,ParadoxDevelopment,"Action,Fighting,3D",1-2 ,12,27
9288,Pac 'n Roll,DS,2005-08-23,72,8.4,Namco,"Action,Platformer,Platformer,3D,3D",1 Player,35,5
4296,Max Payne,PlayStation2,2001-12-06,80,8.4,RockstarToronto,"Action,Shooter,Third-Person,Modern",1 Player,21,121
451,Blast Corps,Nintendo64,1997-02-28,90,8.4,RareLtd.,"Action,General",1 Player,12,55
1759,Final Fantasy IV,DS,2008-07-21,85,8.4,MatrixSoftware,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,52,305
10135,Hell Yeah! Wrath of the Dead Rabbit,Xbox360,2012-09-26,70,8.4,ArkedoStudio,"Action,Platformer,Platformer,2D,2D",No info,32,29
863,Starcraft II: Legacy of the Void,PC,2015-11-10,88,8.4,BlizzardEntertainment,"Sci-Fi,Sci-Fi,Strategy,Real-Time,General,Command",No info,62,1059
3998,Life is Strange: Episode 3 - Chaos Theory,XboxOne,2015-05-19,80,8.4,DONTNODEntertainment,"Action Adventure,General",No info,12,72
10182,The Kore Gang,Wii,2011-11-08,70,8.4,SnapDragonGames,"Action Adventure,Sci-Fi,Sci-Fi,General",No Online Multiplayer,10,8
10190,Jett Rocket,Wii,2010-06-28,70,8.4,Shin'en,"Action,Adventure,Platformer,Sci-Fi,Sci-Fi,Third-Person,3D",No Online Multiplayer,15,15
4247,Children of Morta,XboxOne,2019-10-15,80,8.4,DeadMage,"Role-Playing,Adventure,General,Action RPG",Online Multiplayer,12,36
